DBT_F,Humidity_Ratio_lb_lb,Enthalpy_BTU_lb,Dew_Point_F
32,0.0015041561649142888,9.297280741765162,12.761405673729803
33,0.0015662678507702532,9.604759146216724,13.576904291868873
34,0.0016304923828678452,9.914566331234557,14.389544376885937
35,0.0016970479087955862,10.226939955734801,15.20129039189746
36,0.0017660075946848077,10.541961923354023,16.01214235177451
37,0.001837446534277042,10.859716344533044,16.82210028244929
38,0.0019114417905182041,11.180289585629437,17.63116422086596
39,0.001988072437947438,11.503770318997729,18.43933421493078
40,0.002067419605902263,11.830249574063124,19.24661032346479
41,0.002149566522561882,12.159820789414873,20.052992616153997
42,0.002234598559851978,12.492579865947068,20.858481173500138
43,0.0023226032792357035,12.82862522107625,21.663076086773618
44,0.0024136704784157572,13.168057844065448,22.466777457962028
45,0.0025078922389750184,13.510981352487214,23.26958539972416
46,0.00260536297498274,13.857502049857734,24.0715000353387
47,0.0027061794825966783,14.207728984477903,24.87252149865755
48,0.0028104409906906714,14.561774009516402,25.672649934056434
49,0.002918249212540303,14.919751844373287,26.471885496384566
50,0.0030297083986005583,15.281780137364125,27.27022835091956
51,0.003144925390409448,15.647979529764857,28.06767867331453
52,0.003264009675655591,16.01847372126212,28.86423664955241
53,0.0033870734444475027,16.393389536853537,29.659902475897155
54,0.0035142316468247995,16.772856995245384,30.45467635884333
55,0.003645602051554124,17.157009378797877,31.248558515070076
56,0.003781305306252683,17.545983305068763,32.04468499090006
57,0.00392146499888702,17.93991880001096,32.942975511507065
58,0.0040662077206940995,18.338959372879753,33.841016334997796
59,0.004215663130575187,18.74325209290882,34.73880737577601
60,0.004369964021016846,19.15294766781876,35.63634855014931
61,0.00452924638559202,19.568200524220508,36.53363977632668
62,0.004693649488101008,19.989168889983613,37.430680974426465
63,0.004863315933412049,20.416014878639587,38.327472066486855
64,0.005038391740064281,20.84890457589387,39.224012976471144
65,0.005219026414700558,21.28800812832555,40.12030363027537
66,0.005405373028397712,21.733499834354138,41.016343955736495
67,0.005597588294968946,22.185558237560787,41.91213388264143
68,0.00579583265131121,22.644366222449584,42.80767334273036
69,0.0060002703398799,23.110111112745134,43.70296226970824
70,0.00621106949337134,23.582984772320973,44.59800059924881
71,0.006428402221701498,24.063183708862205,45.492788269005466
72,0.006652444701370604,24.55090918036763,46.38732521861447
73,0.006883377267308602,25.046367304602434,47.28161138970494
74,0.007121384507302325,25.54976917161969,48.17564672590521
75,0.007366655359105828,26.061330959469508,49.06943117284938
76,0.007619383210344288,26.581274053225144,49.962964678184974
77,0.007879766001325285,27.109825167459437,50.85624719158051
78,0.00814800633087453,27.64721647230872,51.7492786647302
79,0.008424311565323637,28.193685723273674,52.642059051364264
80,0.00870889395077738,28.74947639490641,53.53458830725207
81,0.009001970728798195,29.314837818545378,54.42686639021264
82,0.009303764255650729,29.890025324265153,55.31889326011772
83,0.00961450212525553,30.475300387216034,56.210668878902126
84,0.009934417296007884,31.070930778536276,57.102193210567215
85,0.0102637482216266,31.67719072103001,57.99346622119085
86,0.010602738986202847,32.29436104981039,58.884487878928994
87,0.010951639443630649,32.92272937812068,59.775258154029146
88,0.011310705361604332,33.5625902685508,60.66577701882969
89,0.011680198570382497,34.21424540988306,61.55604444777206
90,0.012060387116523165,34.878003799807345,62.44606041740331
91,0.012451545421807741,35.55418193376073,63.33582490638334
92,0.012853954447580218,36.243104000157366,64.22533789549445
93,0.013267901864736394,36.94510208228401,65.1145993676414
94,0.013693682229617834,37.66051636715985,66.0036093078626
95,0.014131597166066483,38.389695361661225,66.89236770333532
96,0.01458195555391641,39.13299611623545,67.78087454337916
97,0.015045073724209683,39.89078445654073,68.66912981946606
98,0.015521275661437427,40.663435223365575,69.55713352522284
99,0.016010893213122667,41.45133252119916,70.44488565643836
100,0.01651426630707829,42.25486997584434,71.33238621106942
101,0.017031743176686546,43.07445100147976,72.21963518924797
102,0.017563680594566925,43.91048907760225,73.10663259328368
103,0.01811044411502016,44.76340803630449,73.9933784276728
104,0.018672408325647313,45.63364236035689,74.87987269910099
105,0.019249957108573527,46.5216374925982,75.76611541645174
106,0.019843483911719712,47.42785015715579,76.65210659080944
107,0.020453392030593907,48.35274869304959,77.53784623546673
108,0.021080094901095147,49.29681340075926,78.42333436592817
109,0.021724016403851104,50.260536902366795,79.3085709999176
110,0.022385591180632793,51.244424515913494,80.19355615738071
111,0.023065264963428575,52.24899464465533,81.07828986049368
112,0.023763494916777306,53.27477918192223,81.96277213366531
113,0.024480749994005124,54.32232393233866,82.84700300354433
114,0.025217511308034346,55.3921890501919,83.7309824990217
115,0.025974272517480614,56.484949495789486,84.61471065124027
116,0.026751540228778087,57.60119551067653,85.4981874935938
117,0.027549834415133475,58.74153311265397,86.38141306173743
118,0.02836968885313079,59.906584611564995,87.26438739358937
119,0.029211651577874868,61.09698914689383,88.1471105293344
120,0.03007628535760088,62.313403248267505,89.02958251143367
