DBT_F,Humidity_Ratio_lb_lb,Enthalpy_BTU_lb,Dew_Point_F
32,0.0007511697412074083,8.487663715104135,-0.8144495915914945
33,0.0007821490674484485,8.761320208699058,-0.04542161210863677
34,0.0008141789647496374,9.036134727251227,0.7208275368382436
35,0.0008473678844107205,9.312225422283518,1.4861507024210574
36,0.0008817519337438384,9.589632724611175,2.2505481292904195
37,0.0009173681513883947,9.868398132614095,3.014020072391561
38,0.0009542545260625437,10.148564234516085,3.7765667969125993
39,0.0009924500155939645,10.43017473101522,4.5381885782325
40,0.0010319945662345263,10.713274458271158,5.2988857018718125
41,0.0010729291322632672,10.997909411255048,6.05865846344065
42,0.001115295695882522,11.284126767468173,6.817507168588065
43,0.001159137287412409,11.571974911035845,7.575432132951528
44,0.0012044980057886194,11.86150345718281,8.332433682105062
45,0.0012514230393694046,12.152763277097538,9.088512151510399
46,0.0012999586870570345,12.445806523191965,9.84366788646399
47,0.0013501523797402974,12.740686654764875,10.59790124204833
48,0.0014020527020637843,13.037458464076058,11.351212583080743
49,0.001455709414530816,13.336178102839728,12.103602284061695
50,0.0015111734759470734,13.63690310914587,12.855070729126105
51,0.001568497066211556,13.939692434817756,13.605618311991927
52,0.0016277336094630069,14.244606473215534,14.355245435909474
53,0.0016889377975893075,14.551707087495126,15.103952513612459
54,0.0017521656141080589,14.861057639332504,15.851739967265663
55,0.001817474358427273,15.172723018124131,16.598608228417337
56,0.001884922670494584,15.48676967067393,17.344557737945816
57,0.00195457055584512,15.803265631379,18.08958894601211
58,0.0020264794110572662,16.122280552925307,18.83370231200986
59,0.0021007120496265895,16.44388573750583,19.576898304512518
60,0.002177332728269383,16.76815416857491,20.31917740122732
61,0.0022564071736659017,17.09516054315109,21.060540088942354
62,0.002338002609655991,17.424981304683616,21.800986863478016
63,0.002422187784898939,17.757694676496968,22.540518229638096
64,0.0025090330010100904,18.093380695828408,23.27913470115833
65,0.002598610141188183,18.432121248475354,24.016836800658545
66,0.0026909926993465274,18.774000104068318,24.753625059591283
67,0.002786255809763676,19.119102951988108,25.489500018195105
68,0.002884476277267308,19.46751743794387,26.224462225442185
69,0.002985732607968709,19.819333201232528,26.9585122389912
70,0.0030901050405631393,20.174641912698192,27.691650625136614
71,0.0031976755782142036,20.533537313412893,28.423877958761032
72,0.0033085280210396733,20.89611525409969,29.15519482328552
73,0.003422747999217542,21.26247373532045,29.885601810619086
74,0.0035404230067326704,21.63271294845257,30.615099521112086
75,0.0036616424357832147,22.00693531747757,31.34368856350659
76,0.003786497611868972,22.385245541607883,32.07848940237436
77,0.003915081829583881,22.767750638778313,32.90269380786306
78,0.004047490389134839,23.15455999002858,33.726510117581626
79,0.004183820633612481,23.545785384807434,34.549938354218
80,0.004324171987037603,23.94154106722647,35.372978543356304
81,0.004468645993210135,24.34194378329576,36.19563071348575
82,0.004617346355387917,24.747112829173542,37.01789489786158
83,0.004770378976823599,25.15717010046374,37.839771128535496
84,0.0049278520021890275,25.5722401425962,38.661259443870065
85,0.005089875859918496,25.992450202326847,39.48235988423547
86,0.0052565633055022855,26.417930280395225,40.303072492958606
87,0.005428029465764982,26.848813185380216,41.12339731633117
88,0.005604391884162011,27.28523458879387,41.943334403613655
89,0.005785770567131954,27.72733308145779,42.762883807041234
90,0.005972288031541559,28.175250231205993,43.582045581826755
91,0.006164069353263458,28.629130641961787,44.40081978616795
92,0.006361242216927437,29.089122014237063,45.21920648125369
93,0.00656393696688655,29.55537520710331,46.03720573126359
94,0.006772286659445241,30.028044301690006,46.8548176033778
95,0.006986427116393144,30.50728666626259,47.67204216778044
96,0.007206496979893958,30.99326302293849,48.488879497662545
97,0.007432637768779361,31.48613751610069,49.30532966922916
98,0.007664993936299948,31.986077782570526,50.12139276170091
99,0.007903712929387626,32.49325502360443,50.937068857320135
100,0.008148945249486677,33.007844078782576,51.752358041356004
101,0.008400844515011267,33.53002350185812,52.56726040210695
102,0.008659567525491093,34.059975638640495,53.38177603090398
103,0.008925274327470542,34.597886706990124,54.19590502211876
104,0.009198128282225373,35.14394687900116,55.009647473162595
105,0.00947829613536853,35.69835036545689,55.823003484494095
106,0.009765948088415657,36.261295502642206,56.63597315962039
107,0.01006125787238655,36.83298484160347,57.44855660510292
108,0.010364402823520276,37.41362523994846,58.26075393055867
109,0.01067556396118628,38.00342795628421,59.072565248666635
110,0.010994926068074716,38.60260874739204,59.88399067516827
111,0.011322677772757564,39.21138796824836,60.69503032887221
112,0.011659011634709655,39.82999067499779,61.505684331658536
113,0.012004124231888414,40.45864673099591,62.315952808479736
114,0.012358216250970298,41.0975909160386,63.125835887365575
115,0.012721492580351419,41.747063038905594,63.9353336994259
116,0.013094162406017145,42.4073080533437,64.7444463788517
117,0.0134764393103997,43.07857617763072,65.5531740629204
118,0.013868541374336737,43.76112301785553,66.36151689199815
119,0.014270691282258585,44.455209695065776,67.16947500953978
120,0.014683116430732219,45.1611029764363,67.97704856209583
