DBT_F,Humidity_Ratio_lb_lb,Enthalpy_BTU_lb,Dew_Point_F
32,0.0022589658694914974,10.108858174604213,21.084129235181255
33,0.002352363799962305,10.450324826157054,21.92885239551448
34,0.0024489486589027976,10.795303856050666,22.770671160643506
35,0.002549049549489899,11.144153802007857,23.61162018158112
36,0.002652777661953024,11.496999097480817,24.451699334496315
37,0.002760247176914175,11.853967595328285,25.29090850703182
38,0.00287157533408076,12.215190648496296,26.129247598257546
39,0.00298688250250124,12.580803192567126,26.966716518622114
40,0.0031062922524363063,12.95094383023819,27.80331518332727
41,0.003229931428899648,13.325754917794216,28.639043541126682
42,0.0033579302269256817,13.705382653639859,29.47390152640919
43,0.0034904222686248576,14.08997716896356,30.307889094856968
44,0.003627544682088573,14.479692620605258,31.141006213270906
45,0.00376943818221098,14.874687286206424,31.973252859525207
46,0.003916247153495501,15.275123661721718,32.91005209104602
47,0.004068119734920419,15.681168561378882,33.85268685567098
48,0.004225207906938056,16.09299322017394,34.79517249918369
49,0.004387667580688298,16.510773398995738,35.737508935391716
50,0.004555658689510843,16.934689492478146,36.679696079214246
51,0.00472934528284224,17.3649266396803,37.62173384668582
52,0.004908895622591846,17.80167483770435,38.56362215496252
53,0.005094482282092136,18.245129058361947,39.50536092232951
54,0.005286282247724761,18.69548936800742,40.446950068205524
55,0.005484477023329587,19.152961050662398,41.38838951314886
56,0.005689252737506469,19.617754734559725,42.329679178864396
57,0.005900800253928859,20.090086522244953,43.27081898820868
58,0.006119315284790173,20.57017812437629,44.21180886519642
59,0.006344998507511454,21.05825699737242,45.15264873500504
60,0.0065780556848475304,21.554556485067568,46.093338523983476
61,0.006818697788529715,22.059315964534566,47.033878159654805
62,0.007067141126596509,22.572780996251844,47.97426757072298
63,0.007323607474566871,23.095203478794033,48.91450668708069
64,0.007588324210618744,23.62684180823543,49.85459543981233
65,0.007861524454946173,24.167961042467635,50.7945337612027
66,0.008143447213472517,24.71883307063794,51.73432158473843
67,0.008434337526111928,25.279736787931533,52.67395884511948
68,0.00873444661977286,25.850958275923187,53.61344547825972
69,0.009044032066316357,26.43279098874532,54.55278142129587
70,0.009363357945683673,27.025535945322225,55.49196661259129
71,0.009692695014425247,27.629501927939927,56.43100099174342
72,0.010032320879870054,28.245005687429817,57.3698844995886
73,0.010382520180188301,28.872372155260052,58.308617078205906
74,0.010743584770615393,29.51193466284627,59.247198670925364
75,0.011115813916112499,30.16403516840191,60.18562922233386
76,0.01149951449075942,30.82902449167193,61.12390867827691
77,0.011895001184188032,31.507262556908522,62.062036985869184
78,0.012302596715377053,32.19911864446199,63.000014093495
79,0.01272263205415333,32.904971651388166,63.937839950818386
80,0.013155446650753062,33.625210361483745,64.87551450878574
81,0.013601388673821584,34.360233725190014,65.8130377196315
82,0.014060815257247642,35.11045114982562,66.75040953688492
83,0.014534092756248352,35.876282800632765,67.68762991537407
84,0.015021597013142552,36.65815991314641,68.62469881123191
85,0.015523713633275642,37.45652511742527,69.56161618190133
86,0.016040838271579674,38.27183277470803,70.4983819861399
87,0.01657337693028358,39.10454932709387,71.43499618402768
88,0.017121746268308292,39.95515366087044,72.37145873696821
89,0.01768637392291871,40.824137484154804,73.30776960769823
90,0.018267698844228557,41.71200571954187,74.24392876028935
91,0.018866171643191494,42.61927691249768,75.17993616015428
92,0.01948225495374382,43.54648365627272,76.11579177405486
93,0.020116423809796894,44.49417303414864,77.05149557010125
94,0.02076916603782906,45.462907079891465,77.9870475177627
95,0.02144098266585155,46.45326325731411,78.9224475878699
96,0.022132388349578494,47.46583495991521,79.85769575261887
97,0.022843911816673473,48.501232031611046,80.7927919855804
98,0.023576096329994245,49.5600813096346,81.72773626170007
99,0.02432950017081111,50.643027190738756,82.6625285573048
100,0.025104697143031936,51.750732221907505,83.59716885010899
101,0.025902277099521136,52.883877716842846,84.5316571192195
102,0.026722846491668135,54.04316439957456,85.46599334513738
103,0.027567028943432145,55.229313076622546,86.40017750976703
104,0.028435465851149873,56.44306533921271,87.3342095964169
105,0.02932881701048511,57.68518429715351,88.26808958980773
106,0.030247761271968907,58.95645534606295,89.20181747607465
107,0.031192997226675675,60.2576869697478,90.13539324277298
108,0.03216524392366904,61.58971157964062,91.06881687888307
109,0.03316524162095592,62.953386393322006,92.00208837481468
110,0.03419375257178667,64.34959435427172,92.93520772241081
111,0.035251561848269365,65.7792450951439,93.86817491495312
112,0.0363394782043694,67.24327594698282,94.80098994716661
113,0.037458334980516164,68.74265299697011,95.7336528152243
114,0.03860899105216378,70.2783721974421,96.6661635167483
115,0.03979233182482162,71.85146052911112,97.59852205082058
116,0.04100927027820991,73.46297722158963,98.5307284179809
117,0.042260748062400516,75.11401503455252,99.46278262023492
118,0.0435477366489563,76.80570160305476,100.39468466105865
119,0.04487123854031427,78.53920085078948,101.32643454539969
120,0.04623228854085896,80.31571447530831,102.25803227968412
